"cov.day3.b1"	"cov.day3.b2"	"cov.day3.b5"	"cov.day6.b7"	"cov.day6.b8"	"cov.day6.b9"	"cov.day9.b11"	"cov.day9.b12"	"cov.day9.b14"	"cov.day12.b16"	"cov.day12.b17"	"cov.day12.b19"	"cov.day19.b28"	"cov.day19.b32"	"cov.day19.b33"	"unnorm.day3.b1"	"unnorm.day3.b2"	"unnorm.day3.b5"	"unnorm.day6.b7"	"unnorm.day6.b8"	"unnorm.day6.b9"	"unnorm.day9.b11"	"unnorm.day9.b12"	"unnorm.day9.b14"	"unnorm.day12.b16"	"unnorm.day12.b17"	"unnorm.day12.b19"	"unnorm.day19.b28"	"unnorm.day19.b32"	"unnorm.day19.b33"	"unnorm.LG1"	"unnorm.LG2"	"unnorm.LG3"	"functional.category"	"protein.annotation"	"Accession"	"Taxa"	"norm.day3.b1"	"norm.day3.b2"	"norm.day3.b5"	"norm.day6.b7"	"norm.day6.b8"	"norm.day6.b9"	"norm.day9.b11"	"norm.day9.b12"	"norm.day9.b14"	"norm.day12.b16"	"norm.day12.b17"	"norm.day12.b19"	"norm.day19.b28"	"norm.day19.b32"	"norm.day19.b33"	"ave.unnorm.day3"	"ave.unnorm.day6"	"ave.unnorm.day9"	"ave.unnorm.day12"	"ave.unnorm.day19"	"ave.norm.day3"	"ave.norm.day6"	"ave.norm.day9"	"ave.norm.day12"	"ave.norm.day19"
"206-Prok_bin48--"	211.3578568	27.40767187	114.4310565	188.3228331	173.5317044	174.4588702	129.8357793	222.0809865	191.3827485	69.224623	285.2716715	237.78673	250.922215	288.7226066	357.405948	1.1523	1.1659	1.064615846	1.9411	1.1711	1.256594539	1.1476	0.767	0.866961598	1.8777	1.0807	0.661241531	1.4179	0.962	1.049894452	1.8775	1.1542	1.376381755	"-"	"kegg:hypothetical_protein_uniprot:F5UIK4_9CYAN_Uncharacterized_protein_(TrEMBL)_pfam:APG6"	"Prok_bin48_NODE_133_length_91196_cov_257.435_14"	"Prok_bin48"	0.0545189101292969	0.425391841207854	0.0930355690633687	0.103073003312842	0.0674862270297623	0.0720281254578479	0.0883885787251558	0.0345369503300545	0.0452998822932047	0.271247414377396	0.0378831867292508	0.0278081763015119	0.0565075515533768	0.0333191782704001	0.0293754051345558	1.127605282	1.45626484633333	0.927187199333333	1.206547177	1.14326481733333	0.190982106800173	0.0808624519334839	0.0560751371161383	0.112312925802719	0.0397340449861109
"207-Prok_bin48--"	211.3578568	27.40767187	114.4310565	188.3228331	173.5317044	174.4588702	129.8357793	222.0809865	191.3827485	69.224623	285.2716715	237.78673	250.922215	288.7226066	357.405948	0.8113	1.2921	1.038879633	1.5659	1.0741	1.116076708	1.0564	0.6148	0.814233482	1.3441	0.8813	0.781535625	1.2255	0.7003	0.964429319	1.5709	0.874	1.46999228	"-"	"kegg:methyl-accepting_chemotaxis_sensory_transducer_uniprot:F5UIK1_9CYAN_Methyl-accepting_chemotaxis_sensory_transducer_(TrEMBL)_pfam:DUF5458"	"Prok_bin48_NODE_133_length_91196_cov_257.435_19"	"Prok_bin48"	0.038385135631258	0.471437342846443	0.0907865106532509	0.083149768629941	0.0618964703720158	0.063973629241123	0.0813643208132229	0.0276835946061506	0.0425447689711698	0.194165015532118	0.0308933584385017	0.0328670832472443	0.0488398366800644	0.0242551149093152	0.0269841429443698	1.04742654433333	1.25202556933333	0.828477827333333	1.002311875	0.963409773	0.200202996376984	0.0696732894143599	0.0505308947968478	0.0859751524059546	0.0333596981779165
"208-Prok_bin48--"	211.3578568	27.40767187	114.4310565	188.3228331	173.5317044	174.4588702	129.8357793	222.0809865	191.3827485	69.224623	285.2716715	237.78673	250.922215	288.7226066	357.405948	0.822	1.2435	0.966273427	1.6888	1.0209	1.256703854	0.8904	0.8152	0.677925587	1.4797	0.8993	0.755293667	1.2565	1.0582	1.122963548	1.6106	1.1618	1.514104247	"-"	"kegg:Polyribonucleotide_nucleotidyltransferase_uniprot:K9VI22_9CYAN_Polyribonucleotide_nucleotidyltransferase_(TrEMBL)_pfam:DUF520"	"Prok_bin48_NODE_133_length_91196_cov_257.435_26"	"Prok_bin48"	0.0388913860333958	0.453705081518111	0.0844415368130417	0.0896757961953154	0.0588307481638496	0.072034391404651	0.0685789390875555	0.0367073297380188	0.0354225024101376	0.213753421235678	0.0315243359171049	0.0317634910493113	0.0500752793051823	0.0366510960974401	0.0314198337851949	1.01059114233333	1.322134618	0.794508529	1.04476455566667	1.14588784933333	0.19234600145485	0.0735136452546053	0.0469029237452373	0.0923470827340314	0.0393820697292724
"209-Prok_bin48--"	211.3578568	27.40767187	114.4310565	188.3228331	173.5317044	174.4588702	129.8357793	222.0809865	191.3827485	69.224623	285.2716715	237.78673	250.922215	288.7226066	357.405948	0.8374	1.0529	0.849675	1.589	0.917	1.186505675	0.8107	0.8981	0.594507456	1.6005	0.9049	0.832128346	1.3638	0.9514	1.371335983	2.5982	2.0362	2.74669981	"-"	"kegg:Orange_carotenoid-binding_protein_uniprot:A0A2G4F4I1_9CYAN_Red_carotenoid-binding_protein_(TrEMBL)_pfam:Carot_N"	"Prok_bin48_NODE_133_length_91196_cov_257.435_36"	"Prok_bin48"	0.0396200081075008	0.384162509312762	0.0742521327678208	0.084376385690642	0.0528433696407583	0.0680106247185819	0.0624404154517983	0.0404402022052437	0.0310637954914729	0.231203859355074	0.0317206400215592	0.034994734399182	0.0543515049076065	0.0329520438736577	0.0383691427261865	0.913325	1.230835225	0.767769152	1.11250944866667	1.22884532766667	0.166011550062695	0.0684101266833274	0.0446481377161717	0.099306411258605	0.0418908971691502
"210-Prok_bin48--"	211.3578568	27.40767187	114.4310565	188.3228331	173.5317044	174.4588702	129.8357793	222.0809865	191.3827485	69.224623	285.2716715	237.78673	250.922215	288.7226066	357.405948	0.876	1.3695	0.892660439	1.5457	1.1207	1.175094962	1.0946	0.8449	0.718775272	1.5011	1.0975	0.905272365	1.2522	1.1286	1.275812268	1.725	1.1173	1.640627265	"-"	"kegg:NADH_dehydrogenase_subunit_D_uniprot:A0A2G4F4L3_9CYAN_NAD(P)H-quinone_oxidoreductase_subunit_H_(TrEMBL)_pfam:Complex1_49kDa"	"Prok_bin48_NODE_133_length_91196_cov_257.435_42"	"Prok_bin48"	0.0414462946049328	0.49967761088786	0.0780085814378547	0.0820771424556484	0.064581858622026	0.067356561500878	0.0843064990175632	0.0380446797051669	0.0375569521095053	0.216844806796564	0.0384720990426138	0.0380707689196954	0.0499039114571821	0.0390894226569372	0.0356964475588414	1.04605347966667	1.28049832066667	0.886091757333333	1.167957455	1.218870756	0.206377495643549	0.0713385208595175	0.0533027102774118	0.0977958915862912	0.0415632605576535
"211-Prok_bin48--"	211.3578568	27.40767187	114.4310565	188.3228331	173.5317044	174.4588702	129.8357793	222.0809865	191.3827485	69.224623	285.2716715	237.78673	250.922215	288.7226066	357.405948	1.1637	1.4734	0.967836022	1.8862	1.1455	0.909853399	0.8809	0.6892	0.709443212	1.4268	1.2852	0.7166394	1.0739	0.8696	1.124855757	1.2282	0.9695	1.203615904	"-"	"kegg:Fe-S_oxidoreductase_uniprot:A0A1T4ZKU5_9CYAN_Radical_SAM_domain_protein_(TrEMBL)_pfam:Radical_SAM"	"Prok_bin48_NODE_133_length_91196_cov_257.435_51"	"Prok_bin48"	0.0550582797166213	0.537586704550692	0.0845780902145214	0.100157796532215	0.0660109922829756	0.0521528884118613	0.0678472455550625	0.0310337238167843	0.0370693397163747	0.206111631694982	0.0450517919722709	0.0301379055088566	0.0427981237133587	0.0301188746610602	0.0314727766366104	1.20164534066667	1.313851133	0.759847737333333	1.1428798	1.02278525233333	0.225741024827278	0.0727738924090172	0.0453167696960738	0.0937671097253699	0.0347965916703431
"212-Prok_bin48--"	211.3578568	27.40767187	114.4310565	188.3228331	173.5317044	174.4588702	129.8357793	222.0809865	191.3827485	69.224623	285.2716715	237.78673	250.922215	288.7226066	357.405948	0.9976	1.2981	1.449602485	1.7577	0.9442	1.51874733	0.9897	0.7499	0.974578977	1.5277	0.8235	0.828533709	1.1445	0.8061	1.290945172	2.3526	1.6194	2.156945944	"-"	"kegg:Glutamate_synthase_(ferredoxin)_uniprot:A0A2G4F2H9_9CYAN_Glutamate_synthase_large_subunit_(TrEMBL)_pfam:GATase_2"	"Prok_bin48_NODE_133_length_91196_cov_257.435_64"	"Prok_bin48"	0.0471995702030605	0.473626510911669	0.126679113986857	0.0933344072551551	0.0544108065592192	0.0870547498249246	0.0762270620114035	0.0337669609550298	0.0509230317067998	0.220687370157292	0.0288672196460979	0.0348435637682557	0.045611744659595	0.0279195318126502	0.0361198569644398	1.24843416166667	1.40688244333333	0.904726325666667	1.05991123633333	1.08051505733333	0.215835065033862	0.078266654546433	0.053639018224411	0.0947993845238819	0.0365503778122283
"213-Prok_bin48--"	211.3578568	27.40767187	114.4310565	188.3228331	173.5317044	174.4588702	129.8357793	222.0809865	191.3827485	69.224623	285.2716715	237.78673	250.922215	288.7226066	357.405948	0.679	0.9043	0.952087104	1.676	0.7312	1.221127033	0.9989	0.5965	0.589371741	1.4566	0.6352	0.636079609	1.287	0.8818	1.458205223	2.0206	1.4325	2.505735159	"-"	"kegg:microcompartments_protein_uniprot:K9VPJ4_9CYAN_Microcompartments_protein_(TrEMBL)_pfam:BMC"	"Prok_bin48_NODE_134_length_90724_cov_253.251_14"	"Prok_bin48"	0.0321256096309924	0.329944113563995	0.0832018101659317	0.0889961122828924	0.0421363924550954	0.0699951244439505	0.0769356494323441	0.0268595708890189	0.0307954476367027	0.210416458317151	0.0222664941338208	0.0267500044682897	0.0512907954363467	0.0305414255705185	0.0407996909721267	0.845129034666667	1.20944234433333	0.728257247	0.909293203	1.209001741	0.14842384445364	0.0670425430606461	0.0448635559860219	0.0864776523064205	0.0408773039929973
"214-Prok_bin48--"	211.3578568	27.40767187	114.4310565	188.3228331	173.5317044	174.4588702	129.8357793	222.0809865	191.3827485	69.224623	285.2716715	237.78673	250.922215	288.7226066	357.405948	0.5101	0.7129	0.590185404	1.9155	0.5422	1.073135495	0.8032	0.6063	0.392019093	1.1519	0.5629	0.873088777	1.265	0.9572	1.705019355	2.3366	1.3042	1.727167845	"-"	"kegg:microcompartments_protein_uniprot:A0A2G4EVW2_9CYAN_Carbon_dioxide-concentrating_mechanism_protein_CcmK_(TrEMBL)_pfam:BMC"	"Prok_bin48_NODE_134_length_90724_cov_253.251_15"	"Prok_bin48"	0.0241344233766852	0.260109652283282	0.0515756318303327	0.101713635487995	0.0312450109260841	0.0615122345897205	0.0618627626629881	0.0273008513495594	0.0204835125460642	0.166400328391821	0.0197320679280978	0.036717304493821	0.050414029702392	0.0331529287322526	0.0477053995475196	0.604395134666667	1.176945165	0.600506364333333	0.862629592333333	1.30907311833333	0.111939902496767	0.0648236270012667	0.0365490421862039	0.0742832336045799	0.0437574526607214
"215-Prok_bin48--"	211.3578568	27.40767187	114.4310565	188.3228331	173.5317044	174.4588702	129.8357793	222.0809865	191.3827485	69.224623	285.2716715	237.78673	250.922215	288.7226066	357.405948	0.7635	0.7638	0.972448885	1.9319	0.8905	1.206045628	0.8268	0.622	0.748309195	1.1433	0.9762	0.543056071	1.3267	0.8853	1.604154229	1.1924	0.6891	1.029090405	"-"	"kegg:Carbonate_dehydratase_uniprot:K9VQC5_9CYAN_Carbonate_dehydratase_(TrEMBL)_pfam:DUF1887"	"Prok_bin48_NODE_134_length_90724_cov_253.251_17"	"Prok_bin48"	0.0361235684142308	0.278681094703284	0.0849812030705143	0.102584480500787	0.0513162711724048	0.0691306567913335	0.0636804434384444	0.0280078006587926	0.03910013838055	0.165157995876698	0.0342200119229154	0.0228379468862707	0.0528729590562557	0.0306626491920844	0.0448832549647439	0.833249628333333	1.34281520933333	0.732369731666667	0.887518690333333	1.27205140966667	0.13326195539601	0.0743438028215086	0.0435961274925957	0.0740719848952948	0.0428062877376947
"216-Prok_bin48--"	211.3578568	27.40767187	114.4310565	188.3228331	173.5317044	174.4588702	129.8357793	222.0809865	191.3827485	69.224623	285.2716715	237.78673	250.922215	288.7226066	357.405948	1.2159	1.1047	1.031676769	2.1396	1.1673	1.249031782	1.5046	0.9629	0.942429423	1.7682	1.4712	0.911404133	1.406	1.0971	0.990324378	1.8627	1.1083	1.368100405	"-"	"kegg:cobalamin_synthesis_protein_P47K_uniprot:F5UMA5_9CYAN_Cobalamin_synthesis_protein_P47K_(TrEMBL)_pfam:AAA_14"	"Prok_bin48_NODE_134_length_90724_cov_253.251_2"	"Prok_bin48"	0.0575280246691071	0.403062326942547	0.0901570605528753	0.113613413985965	0.0672672468720361	0.0715946274653795	0.115884851472525	0.0433580566790215	0.0492431752802421	0.255429343399963	0.0515718925845043	0.0383286373045291	0.0560333009972832	0.037998410062844	0.0277086708696857	1.11742558966667	1.51864392733333	1.136643141	1.38360137766667	1.16447479266667	0.18358247072151	0.0841584294411267	0.0694953611439294	0.115109957762999	0.0405801273099376
"217-Prok_bin48--"	211.3578568	27.40767187	114.4310565	188.3228331	173.5317044	174.4588702	129.8357793	222.0809865	191.3827485	69.224623	285.2716715	237.78673	250.922215	288.7226066	357.405948	0.8783	1.0614	0	1.6731	0.8872	0	0.9837	0.6861	0	1.5868	1.0551	0	1.274	0.8167	0	1.6921	1.1571	0	"-"	"kegg:Glutamate-1-semialdehyde_2_1-aminomutase_uniprot:K9VQF8_9CYAN_Glutamate-1-semialdehyde_2_1-aminomutase_(TrEMBL)_pfam:Aminotran_3"	"Prok_bin48_NODE_134_length_90724_cov_253.251_21"	"Prok_bin48"	0.0415551147848316	0.387263830738499	0	0.088842121396484	0.0511261041933269	0	0.0757649397803553	0.0308941350996746	0	0.22922479476703	0.0369857965374596	0	0.0507727065935553	0.0282866662093927	0	0.646566666666667	0.853433333333333	0.5566	0.880633333333333	0.6969	0.142939648507777	0.0466560751966036	0.0355530249600099	0.0887368637681631	0.0263531242676493
"218-Prok_bin48--"	211.3578568	27.40767187	114.4310565	188.3228331	173.5317044	174.4588702	129.8357793	222.0809865	191.3827485	69.224623	285.2716715	237.78673	250.922215	288.7226066	357.405948	0.6464	1.0034	1.678986073	1.4029	0.9692	0.843670368	0.5696	0.3602	0.815491319	1.1356	0.6298	1.671905875	1.2212	0.6518	1.302747011	3.5114	0.6051	3.470263243	"-"	"kegg:uracil_phosphoribosyltransferase_uniprot:K9VPM9_9CYAN_Uracil_phosphoribosyltransferase_(TrEMBL)_pfam:Pribosyltran"	"Prok_bin48_NODE_134_length_90724_cov_253.251_28"	"Prok_bin48"	0.0305832018637312	0.366101872774647	0.146724685094557	0.0744944188076788	0.055851465491628	0.0483592704132965	0.0438708038008441	0.0162193083557831	0.0426104926066521	0.164045674903856	0.0220772008902398	0.0703111512993177	0.0486684688320642	0.0225753018676162	0.0364500652070849	1.10959535766667	1.071923456	0.581763773	1.145768625	1.058582337	0.181136586577645	0.0595683849042011	0.0342335349210931	0.0854780090311379	0.0358979453022551
"219-Prok_bin48--"	211.3578568	27.40767187	114.4310565	188.3228331	173.5317044	174.4588702	129.8357793	222.0809865	191.3827485	69.224623	285.2716715	237.78673	250.922215	288.7226066	357.405948	0.8169	1.3837	0	1.936	1.2423	0	0.776	0.8561	0	1.5262	1.211	0	1.2119	0.8139	0	1.8922	1.3098	0	"-"	"kegg:carotene_isomerase_uniprot:F5UM51_9CYAN_Carotene_isomerase_(TrEMBL)_pfam:Amino_oxidase"	"Prok_bin48_NODE_134_length_90724_cov_253.251_30"	"Prok_bin48"	0.0386500891127507	0.504858641975562	0	0.102802191753985	0.0715892236692628	0	0.0597678085489028	0.0385490002314989	0	0.220470684253492	0.0424507625882509	0	0.0482978360445288	0.02818968731214	0	0.733533333333333	1.05943333333333	0.544033333333333	0.9124	0.675266666666667	0.181169577029437	0.0581304718077494	0.0327722695934672	0.0876404822805809	0.0254958411188896
"220-Prok_bin48--"	211.3578568	27.40767187	114.4310565	188.3228331	173.5317044	174.4588702	129.8357793	222.0809865	191.3827485	69.224623	285.2716715	237.78673	250.922215	288.7226066	357.405948	0.8291	1.1574	1.03493166	1.5743	0.9603	1.126661301	1.0002	0.7086	0.643297315	1.5578	0.9862	0.805241108	1.126	1.0271	1.374583125	1.6299	1.0039	1.55618012	"-"	"kegg:NAD(P)H-quinone_oxidoreductase_subunit_N_uniprot:K9VNE6_9CYAN_NAD(P)H-quinone_oxidoreductase_subunit_N_(TrEMBL)_pfam:NdhN"	"Prok_bin48_NODE_134_length_90724_cov_253.251_50"	"Prok_bin48"	0.0392273091974313	0.422290519782117	0.0904415017788462	0.0835958111974687	0.0553385909116905	0.0645803391772739	0.0770357759157379	0.0319072790141807	0.033613129712159	0.225035533960221	0.0345705549665838	0.0338640052790162	0.044874464383315	0.0355739376315259	0.0384599957748884	1.00714388666667	1.22042043366667	0.784032438333333	1.11641370266667	1.175894375	0.183986443586131	0.0678382470954777	0.0475187282140259	0.0978233647352737	0.0396361325965764
"221-Prok_bin48-ribosomal-protein"	211.3578568	27.40767187	114.4310565	188.3228331	173.5317044	174.4588702	129.8357793	222.0809865	191.3827485	69.224623	285.2716715	237.78673	250.922215	288.7226066	357.405948	0.7942	0.7627	0.790720999	1.9207	0.8622	1.028337359	1.1574	0.6481	0.775088251	1.3754	0.951	0.566249847	1.2765	0.9101	1.2572124	1.2106	0.7098	0.940837085	"ribosomal-protein"	"kegg:LSU_ribosomal_protein_L3P_uniprot:F5UMF6_9CYAN_50S_ribosomal_protein_L3_(TrEMBL)_pfam:Ribosomal_L3"	"Prok_bin48_NODE_134_length_90724_cov_253.251_51"	"Prok_bin48"	0.0375760812502713	0.278279747224659	0.0691002096096177	0.101989757077417	0.049685445260918	0.0589444009250497	0.0891433783692012	0.0291830475996197	0.0404993792321882	0.198686528058087	0.0333366434528708	0.0238133493403942	0.0508723390633229	0.03152160513918	0.0351760346193231	0.782540333	1.270412453	0.860196083666667	0.964216615666667	1.14793746666667	0.128318679361516	0.0702065344211283	0.052941935067003	0.085278840283784	0.0391899929406087
"222-Prok_bin48-ribosomal-protein"	211.3578568	27.40767187	114.4310565	188.3228331	173.5317044	174.4588702	129.8357793	222.0809865	191.3827485	69.224623	285.2716715	237.78673	250.922215	288.7226066	357.405948	1.0652	0.8267	0.88468343	1.8726	1.0029	1.068694592	1.2361	0.9034	0.871396184	1.5652	1.1824	0.744133294	1.2452	0.9247	1.295547009	1.3173	0.753	1.004267454	"ribosomal-protein"	"kegg:ribosomal_protein_L4/L1e_uniprot:K9VN09_9CYAN_50S_ribosomal_protein_L4_(TrEMBL)_pfam:IFRD_C"	"Prok_bin48_NODE_134_length_90724_cov_253.251_52"	"Prok_bin48"	0.0503979372296512	0.301630873253738	0.0773114796855869	0.0994356323752651	0.0577934737325152	0.061257681582762	0.095204881633117	0.0406788538828829	0.0455315952367567	0.226104517752303	0.0414482094833591	0.031294147238578	0.0496249405418329	0.032027280817712	0.0362486135513335	0.92552781	1.31473153066667	1.00363206133333	1.163911098	1.155149003	0.143113430056325	0.0728289292301808	0.0604717769175855	0.0996156248247468	0.0393002783036261
"223-Prok_bin48-ribosomal-protein"	211.3578568	27.40767187	114.4310565	188.3228331	173.5317044	174.4588702	129.8357793	222.0809865	191.3827485	69.224623	285.2716715	237.78673	250.922215	288.7226066	357.405948	0.6448	0.6859	0.759638369	1.8744	0.8217	0.978622019	1.1779	0.6589	0.684052348	1.1807	0.9487	0.528553545	1.1872	0.8862	1.15716207	1.1843	0.6804	0.876793742	"ribosomal-protein"	"kegg:LSU_ribosomal_protein_L23P_uniprot:K9VPK7_9CYAN_50S_ribosomal_protein_L23_(TrEMBL)_pfam:MATalpha_HMGbox"	"Prok_bin48_NODE_134_length_90724_cov_253.251_53"	"Prok_bin48"	0.030507500869019	0.250258395989765	0.0663839338929812	0.0995312129254496	0.0473515777904156	0.0560947126321583	0.0907222959919493	0.0296693566785827	0.0357426337201966	0.170560697744789	0.0332560185528271	0.0222280505308265	0.0473134672432252	0.0306938209804871	0.0323766875306731	0.696779456333333	1.22490733966667	0.840284116	0.885984515	1.07685402333333	0.115716610250588	0.0676591677826745	0.0520447621302428	0.075348255609481	0.0367946585847951
"224-Prok_bin48-ribosomal-protein"	211.3578568	27.40767187	114.4310565	188.3228331	173.5317044	174.4588702	129.8357793	222.0809865	191.3827485	69.224623	285.2716715	237.78673	250.922215	288.7226066	357.405948	0.6576	0.6687	0.677375734	1.8493	0.876	0.978681684	1.1807	0.908	0.832633078	1.073	1.0248	0.722768486	1.2015	0.7843	1.121435285	0.8376	0.5545	0.755419195	"ribosomal-protein"	"kegg:LSU_ribosomal_protein_L2P_uniprot:K9VQJ4_9CYAN_50S_ribosomal_protein_L2_(TrEMBL)_pfam:Ribosomal_L2"	"Prok_bin48_NODE_134_length_90724_cov_253.251_54"	"Prok_bin48"	0.0311131088267167	0.24398278086945	0.0591950956950223	0.0981983952534325	0.0504806889916077	0.0560981326359638	0.0909379530331051	0.0408859855276264	0.0435061720309655	0.155002649851918	0.0359236511151441	0.0303956611035443	0.0478833649702957	0.0271644818268969	0.0313770739204374	0.667891911333333	1.23466056133333	0.973777692666667	0.940189495333333	1.035745095	0.11143032846373	0.068259072293668	0.0584433701972323	0.0737739873568687	0.0354749735725433
"225-Prok_bin48-ribosomal-protein"	211.3578568	27.40767187	114.4310565	188.3228331	173.5317044	174.4588702	129.8357793	222.0809865	191.3827485	69.224623	285.2716715	237.78673	250.922215	288.7226066	357.405948	0.9915	0.6641	1.029315591	2.0853	0.6044	0.99957186	1.3129	0.6223	0.728298306	1.7286	0.6251	0.547239065	1.2165	0.9447	0.960456908	1.0314	0.8196	0.870670676	"ribosomal-protein"	"kegg:ribosomal_protein_S19_uniprot:K9VNF1_9CYAN_30S_ribosomal_protein_S19_(TrEMBL)_pfam:Ribosomal_S19"	"Prok_bin48_NODE_134_length_90724_cov_253.251_55"	"Prok_bin48"	0.0469109601607202	0.24230441868611	0.0899507198904521	0.110730067388732	0.0348293703499175	0.0572955596269819	0.101120046190534	0.0280213092443193	0.0380545431449899	0.249708835539632	0.0219124456597156	0.0230138605716139	0.0484811597889011	0.0327199872266601	0.0268729973122887	0.894971863666667	1.22975728666667	0.887832768666667	0.966979688333333	1.04055230266667	0.126388699579094	0.0676183324552106	0.0557319661932811	0.0982117139236537	0.03602471477595
"226-Prok_bin48-ribosomal-protein"	211.3578568	27.40767187	114.4310565	188.3228331	173.5317044	174.4588702	129.8357793	222.0809865	191.3827485	69.224623	285.2716715	237.78673	250.922215	288.7226066	357.405948	0.7261	0.7652	0.909979701	1.7885	0.8141	1.078795671	1.2	0.7071	0.890750647	1.2252	1.0188	0.730453134	1.3531	0.7674	1.090482712	1.0848	0.6181	0.743388176	"ribosomal-protein"	"kegg:ribosomal_protein_L22_uniprot:F5UMF1_9CYAN_50S_ribosomal_protein_L22_(TrEMBL)_pfam:Ribosomal_L22"	"Prok_bin48_NODE_134_length_90724_cov_253.251_56"	"Prok_bin48"	0.034354057662833	0.27919190058517	0.0795220920642291	0.094969896669423	0.0469136174749633	0.0618366764477648	0.0924244462096435	0.031839736086547	0.0465428913515682	0.176989046224203	0.035713325288943	0.0307188350670367	0.0539250779370013	0.0265791449113358	0.0305110398442502	0.800426567	1.22713189033333	0.932616882333333	0.991484378	1.07032757066667	0.131022683437411	0.0679067301973837	0.0569356912159196	0.0811404021933941	0.0370050875641958
"227-Prok_bin48-ribosomal-protein"	211.3578568	27.40767187	114.4310565	188.3228331	173.5317044	174.4588702	129.8357793	222.0809865	191.3827485	69.224623	285.2716715	237.78673	250.922215	288.7226066	357.405948	0.6733	0.6089	0.750102103	1.6869	0.8049	1.071514964	1.0687	0.7636	0.898173332	1.1126	1.0891	0.885050774	1.2194	0.8654	1.113555193	1.1545	0.6122	1.022451639	"ribosomal-protein"	"kegg:ribosomal_protein_S3_uniprot:F5UMF0_9CYAN_30S_ribosomal_protein_S3_(TrEMBL)_pfam:KH_2"	"Prok_bin48_NODE_134_length_90724_cov_253.251_57"	"Prok_bin48"	0.0318559248373302	0.22216407248603	0.0655505704432607	0.0895749056145651	0.0463834549878368	0.0614193455896861	0.0823116713868717	0.034383853027418	0.0469307363928886	0.160723157712249	0.0381776428859323	0.0372203601941959	0.0485967334538315	0.0299734063151811	0.0311565937621161	0.677434034333333	1.18777165466667	0.910157777333333	1.02891692466667	1.06611839766667	0.106523522588874	0.065792568730696	0.0545420869357261	0.0787070535974592	0.0365755778437096
