contig,count.0.3.km,count.0.5.km,count.0.6.km,count.0.7.km,count.0.9.km,count.1.1.km,count.2.7.km,count.10.1.km,count.15.1.km,count.33.9.km,coverage.0.3.km,coverage.0.5.km,coverage.0.6.km,coverage.0.7.km,coverage.0.9.km,coverage.1.1.km,coverage.2.7.km,coverage.10.1.km,coverage.15.1.km,coverage.33.9.km,dataset.order,bin.number,lineage,annotation.1,annotation.2,hypothetical,gene.length,gc.gene,gc.contig,core.gene.percent
bin16;contig-10839-gene-2;Gammaproteobacteria;MoxR-like_ATPases;-,0,1,1,0,6,4,0,10,4,1,16.58930163,25.03580981,17.1320951,32.88618128,25.2179792,9.01218425,13.93580981,4.084546805,5.448736999,3.267013373,72,bin16,Gammaproteobacteria,MoxR-like_ATPases,-,known,843,41.8,41.8,38
bin1;contig-1090-gene-14;Gammaproteobacteria-Thiotrichaceae;Phosphoenolpyruvate_synthase/pyruvate_phosphate_dikinase;-,3,4,3,49,10,0,19,0,0,0,11.91308339,20.29079661,9.422078628,175.7574156,10.64125527,1.190318499,41.1609167,0.526231729,0.533316141,0.457502705,73,bin1,Gammaproteobacteria-Thiotrichaceae,Phosphoenolpyruvate_synthase/pyruvate_phosphate_dikinase,-,known,2772,38.6,38.6,83
bin40;contig-10921-gene-2;Deltaproteobacteria;Translation_elongation_factors_(GTPases);-,0,2,0,1,6,4,1,12,8,7,3.545289855,26.31032609,1.918478261,7.800181159,6.513405797,0.720289855,14.04094203,0.323007246,0.482789855,0.345833333,74,bin40,Deltaproteobacteria,Translation_elongation_factors_(GTPases),-,known,2133,36.7,36.7,34
bin24;contig-1093-gene-5;Gammaproteobacteria;Chaperonin_GroEL_(HSP60_family);-,2,2,2,11,1,0,5,2,1,0,5.243028486,12.02068966,7.822788606,89.88965517,3.050224888,8.404797601,11.77556222,1.403598201,1.652323838,2.542278861,75,bin24,Gammaproteobacteria,Chaperonin_GroEL_(HSP60_family),-,known,1653,44.1,44.2,76
bin16;contig-10935-gene-2;Gammaproteobacteria;-;-,12,2,5,1,13,1,2,10,0,0,16.58930163,25.03580981,17.1320951,32.88618128,25.2179792,9.01218425,13.93580981,4.084546805,5.448736999,3.267013373,76,bin16,Gammaproteobacteria,-,-,hypothetical,570,40.9,40.7,38
bin16;contig-10935-gene-3;Gammaproteobacteria;-;-,2,1,7,5,30,4,2,1,0,0,16.58930163,25.03580981,17.1320951,32.88618128,25.2179792,9.01218425,13.93580981,4.084546805,5.448736999,3.267013373,77,bin16,Gammaproteobacteria,-,-,hypothetical,726,45.6,45.5,38
bin1;contig-10949-gene-2;Gammaproteobacteria-Thiotrichaceae;Uncharacterized_protein_conserved_in_bacteria;-,2,0,1,10,0,0,3,0,0,0,11.91308339,20.29079661,9.422078628,175.7574156,10.64125527,1.190318499,41.1609167,0.526231729,0.533316141,0.457502705,78,bin1,Gammaproteobacteria-Thiotrichaceae,Uncharacterized_protein_conserved_in_bacteria,-,known,978,33.9,33.9,83
bin13;contig-10955-gene-4;Gammaproteobacteria;NAD(P)H-nitrite_reductase;-,4,15,1,12,20,0,12,0,3,2,56.77994792,123.4479167,47.00208333,48.42395833,68.1015625,34.11380208,42.93411458,27.56614583,20.7078125,14.43697917,79,bin13,Gammaproteobacteria,NAD(P)H-nitrite_reductase,-,known,2526,52.1,52.1,14
bin1;contig-1096-gene-5;Gammaproteobacteria-Thiotrichaceae;Histidine_kinase-_DNA_gyrase_B-_and_HSP90-like_ATPase;-,2,0,0,12,0,0,2,0,0,0,11.91308339,20.29079661,9.422078628,175.7574156,10.64125527,1.190318499,41.1609167,0.526231729,0.533316141,0.457502705,80,bin1,Gammaproteobacteria-Thiotrichaceae,Histidine_kinase-_DNA_gyrase_B-_and_HSP90-like_ATPase,-,known,1917,31.5,31.5,83
bin10;contig-10962-gene-7;Gammaproteobacteria;-;-,11,0,1,0,0,0,0,0,0,0,42.90822256,34.745931,12.97469049,6.344981193,7.543381052,3.883510442,17.77241488,1.940106922,1.61959163,1.63061072,81,bin10,Gammaproteobacteria,-,-,hypothetical,456,42.1,42.3,17
bin17;contig-10970-gene-2;Gammaproteobacteria;Glutamate_5-kinase;-,0,0,0,0,2,1,0,14,3,0,8.739201878,8.510328638,12.72323944,8.150469484,7.250704225,28.78896714,1.957981221,43.91314554,25.96525822,1.134037559,82,bin17,Gammaproteobacteria,Glutamate_5-kinase,-,known,1137,44.6,44.6,31
bin16;contig-10976-gene-2;Gammaproteobacteria;Topoisomerase_IA;-,2,2,5,3,17,6,2,1,0,0,16.58930163,25.03580981,17.1320951,32.88618128,25.2179792,9.01218425,13.93580981,4.084546805,5.448736999,3.267013373,83,bin16,Gammaproteobacteria,Topoisomerase_IA,-,known,2721,45.5,45.5,38
bin3;contig-10981-gene-5;Gammaproteobacteria-Thiotrichaceae;-;-,1,12,0,2,29,0,4,0,0,0,6.024868468,11.12790897,1.599207701,6.956919534,17.90581007,0.671471934,4.73542108,0.493408822,0.605999785,0.501714275,84,bin3,Gammaproteobacteria-Thiotrichaceae,-,-,hypothetical,549,45.4,45.4,76
bin43;contig-110-gene-12;Bacteroidetes;Cold_shock_proteins;-,3,6,0,17,4,0,3,0,0,0,10.86035014,14.42036705,5.248997666,15.20192186,10.34179858,1.891323222,7.593335046,1.643480065,1.685228362,1.844672905,85,bin43,Bacteroidetes,Cold_shock_proteins,-,known,201,40.8,40.8,69
bin15;contig-1100-gene-10;Gammaproteobacteria-Cellvibrionales;Predicted_membrane_GTPase_involved_in_stress_response_-_COG1217;-,10,4,2,3,3,11,4,10,4,3,18.67457143,22.29342857,31.28142857,16.14228571,20.66714286,34.17,8.015714286,22.76914286,10.13142857,4.318857143,86,bin15,Gammaproteobacteria-Cellvibrionales,Predicted_membrane_GTPase_involved_in_stress_response_-_COG1217,-,known,1824,51.8,51.8,80
bin15;contig-1100-gene-8;Gammaproteobacteria-Cellvibrionales;Glutamine_synthetase;-,1,3,3,1,10,1,5,2,1,0,18.67457143,22.29342857,31.28142857,16.14228571,20.66714286,34.17,8.015714286,22.76914286,10.13142857,4.318857143,87,bin15,Gammaproteobacteria-Cellvibrionales,Glutamine_synthetase,-,known,1407,51.7,51.8,80
bin11;contig-11000-gene-2;Gammaproteobacteria-Cellvibrionales;Tfp_pilus_assembly_protein_pilus_retraction_ATPase_PilT;-,3,13,0,1,8,0,2,0,0,0,101.3073826,418.6114094,57.84496644,112.9375839,143.0852349,30.55637584,95.27919463,25.54295302,21.8738255,15.02483221,88,bin11,Gammaproteobacteria-Cellvibrionales,Tfp_pilus_assembly_protein_pilus_retraction_ATPase_PilT,-,known,1035,47.7,47.7,30
bin11;contig-11000-gene-3;Gammaproteobacteria-Cellvibrionales;Tfp_pilus_assembly_protein_ATPase_PilU;-,0,16,0,4,9,0,7,0,0,0,101.3073826,418.6114094,57.84496644,112.9375839,143.0852349,30.55637584,95.27919463,25.54295302,21.8738255,15.02483221,89,bin11,Gammaproteobacteria-Cellvibrionales,Tfp_pilus_assembly_protein_ATPase_PilU,-,known,1155,46.7,46.7,30
bin45;contig-11014-gene-1;Bacteroidetes;Anaerobic_dehydrogenases_typically_selenocysteine-containing;-,8,10,0,12,5,0,25,0,0,0,11.55397049,15.6575296,8.972758325,15.4551387,9.938366356,5.746110586,10.918144,6.876138816,6.678525985,11.62313333,90,bin45,Bacteroidetes,Anaerobic_dehydrogenases_typically_selenocysteine-containing,-,known,1902,51.6,51.6,93
bin1;contig-1103-gene-11;Gammaproteobacteria-Thiotrichaceae;Preprotein_translocase_subunit_SecA_(ATPase_RNA_helicase);-,3,0,0,16,2,0,5,0,0,0,11.91308339,20.29079661,9.422078628,175.7574156,10.64125527,1.190318499,41.1609167,0.526231729,0.533316141,0.457502705,91,bin1,Gammaproteobacteria-Thiotrichaceae,Preprotein_translocase_subunit_SecA_(ATPase_RNA_helicase),-,known,2757,35.5,35.5,83
bin1;contig-1103-gene-6;Gammaproteobacteria-Thiotrichaceae;tRNA_nucleotidyltransferase/poly(A)_polymerase;-,4,3,1,31,11,0,9,0,0,0,11.91308339,20.29079661,9.422078628,175.7574156,10.64125527,1.190318499,41.1609167,0.526231729,0.533316141,0.457502705,92,bin1,Gammaproteobacteria-Thiotrichaceae,tRNA_nucleotidyltransferase/poly(A)_polymerase,-,known,1374,33.8,33.8,83
bin1;contig-1103-gene-8;Gammaproteobacteria-Thiotrichaceae;Predicted_permeases_-_COG0730;-,0,3,0,10,3,0,2,0,0,0,11.91308339,20.29079661,9.422078628,175.7574156,10.64125527,1.190318499,41.1609167,0.526231729,0.533316141,0.457502705,93,bin1,Gammaproteobacteria-Thiotrichaceae,Predicted_permeases_-_COG0730,-,known,2010,34.2,34.2,83
bin19;contig-11048-gene-1;Gammaproteobacteria;Ribosomal_protein_S1;-,8,1,1,4,18,4,3,9,8,1,10.8125,11.05654762,8.151190476,11.77053571,17.84017857,6.799702381,8.053869048,5.895535714,6.579464286,6.4875,94,bin19,Gammaproteobacteria,Ribosomal_protein_S1,-,known,1650,46,45.9,48
bin7;contig-11059-gene-2;Gammaproteobacteria-Colwellia;4-hydroxyphenylpyruvate_dioxygenase_and_related_hemolysins;-,2,0,2,1,2,24,1,9,5,11,15.44551251,46.31566655,18.25419056,27.30076461,44.37321012,13.7656784,16.33658173,19.61135073,27.18083706,30.34738124,95,bin7,Gammaproteobacteria-Colwellia,4-hydroxyphenylpyruvate_dioxygenase_and_related_hemolysins,-,known,1056,35.3,35.3,57
bin1;contig-11072-gene-1;Gammaproteobacteria-Thiotrichaceae;-;-,0,1,1,16,3,0,4,0,0,0,11.91308339,20.29079661,9.422078628,175.7574156,10.64125527,1.190318499,41.1609167,0.526231729,0.533316141,0.457502705,96,bin1,Gammaproteobacteria-Thiotrichaceae,-,-,hypothetical,1350,31.6,31.6,83
bin43;contig-1108-gene-5;Bacteroidetes;Phosphoenolpyruvate_carboxykinase_(GTP);-,2,7,0,10,1,0,0,0,0,0,10.86035014,14.42036705,5.248997666,15.20192186,10.34179858,1.891323222,7.593335046,1.643480065,1.685228362,1.844672905,97,bin43,Bacteroidetes,Phosphoenolpyruvate_carboxykinase_(GTP),-,known,1935,43.7,43.7,69
bin13;contig-11081-gene-4;Gammaproteobacteria;Heme/copper-type_cytochrome/quinol_oxidases_subunit_2;OP:_Cytochrome_c_oxidase_cbb3-type_EC:1.9.3.1,6,0,1,3,17,2,4,5,5,0,56.77994792,123.4479167,47.00208333,48.42395833,68.1015625,34.11380208,42.93411458,27.56614583,20.7078125,14.43697917,98,bin13,Gammaproteobacteria,Heme/copper-type_cytochrome/quinol_oxidases_subunit_2,OP:_Cytochrome_c_oxidase_cbb3-type_EC:1.9.3.1,known,1161,46.1,46.1,14
bin7;contig-1109-gene-3;Gammaproteobacteria-Colwellia;Translation_initiation_factor_2_(IF-2_GTPase);-,2,0,0,0,0,4,0,20,6,19,15.44551251,46.31566655,18.25419056,27.30076461,44.37321012,13.7656784,16.33658173,19.61135073,27.18083706,30.34738124,99,bin7,Gammaproteobacteria-Colwellia,Translation_initiation_factor_2_(IF-2_GTPase),-,known,2670,41.2,41.1,57
bin1;contig-11098-gene-1;Gammaproteobacteria-Thiotrichaceae;Carbonic_anhydrase;-,3,0,0,11,0,0,1,0,0,0,11.91308339,20.29079661,9.422078628,175.7574156,10.64125527,1.190318499,41.1609167,0.526231729,0.533316141,0.457502705,100,bin1,Gammaproteobacteria-Thiotrichaceae,Carbonic_anhydrase,-,known,750,34,34,83
bin21;contig-11112-gene-4;Gammaproteobacteria-Thiotrichales;Molecular_chaperone_HSP90_family;-,7,14,2,0,14,0,6,0,0,0,6.973854447,20.74339623,5.561455526,5.177628032,16.14393531,3.241778976,17.66927224,1.942318059,3.150404313,1.172237197,101,bin21,Gammaproteobacteria-Thiotrichales,Molecular_chaperone_HSP90_family,-,known,1917,48.9,48.9,80
bin1;contig-11124-gene-1;Gammaproteobacteria-Thiotrichaceae;Poly(3-hydroxyalkanoate)_synthetase;-,12,6,0,69,5,2,39,0,0,0,11.91308339,20.29079661,9.422078628,175.7574156,10.64125527,1.190318499,41.1609167,0.526231729,0.533316141,0.457502705,102,bin1,Gammaproteobacteria-Thiotrichaceae,Poly(3-hydroxyalkanoate)_synthetase,-,known,1743,33.8,33.8,83
bin1;contig-11124-gene-3;Gammaproteobacteria-Thiotrichaceae;-;-,12,3,0,26,5,4,19,0,0,0,11.91308339,20.29079661,9.422078628,175.7574156,10.64125527,1.190318499,41.1609167,0.526231729,0.533316141,0.457502705,103,bin1,Gammaproteobacteria-Thiotrichaceae,-,-,hypothetical,528,35.2,35.2,83
bin7;contig-1117-gene-3;Gammaproteobacteria-Colwellia;Periplasmic_protease;-,2,0,0,0,5,13,0,15,5,8,15.44551251,46.31566655,18.25419056,27.30076461,44.37321012,13.7656784,16.33658173,19.61135073,27.18083706,30.34738124,104,bin7,Gammaproteobacteria-Colwellia,Periplasmic_protease,-,known,2052,38.1,38,57
bin22;contig-11230-gene-1;Gammaproteobacteria;Phosphoglycerate_dehydrogenase_and_related_dehydrogenases;-,8,15,3,4,13,1,4,1,1,0,18.0509434,20.41572327,13.26022013,11.44606918,28.63726415,12.7418239,9.297327044,9.460691824,11.72955975,7.818396226,105,bin22,Gammaproteobacteria,Phosphoglycerate_dehydrogenase_and_related_dehydrogenases,-,known,1002,52.4,52.4,42
bin1;contig-11258-gene-1;Gammaproteobacteria-Thiotrichaceae;-;-,6,2,2,25,1,1,10,0,0,0,11.91308339,20.29079661,9.422078628,175.7574156,10.64125527,1.190318499,41.1609167,0.526231729,0.533316141,0.457502705,106,bin1,Gammaproteobacteria-Thiotrichaceae,-,-,hypothetical,1725,35,35,83
bin12;contig-11260-gene-5;Gammaproteobacteria-Cellvibrionales;Predicted_flavoprotein_involved_in_K+_transport_-_COG2072;-,19,14,29,10,63,27,17,27,21,1,81.35352113,216.2075117,82.18309859,71.33333333,120.4286385,57.46807512,53.85821596,51.27652582,47.48967136,27.62910798,107,bin12,Gammaproteobacteria-Cellvibrionales,Predicted_flavoprotein_involved_in_K+_transport_-_COG2072,-,known,1185,51.4,51.4,13
bin1;contig-11269-gene-2;Gammaproteobacteria-Thiotrichaceae;RecA-superfamily_ATPases_implicated_in_signal_transduction;-,1,0,0,10,1,0,3,0,0,0,11.91308339,20.29079661,9.422078628,175.7574156,10.64125527,1.190318499,41.1609167,0.526231729,0.533316141,0.457502705,108,bin1,Gammaproteobacteria-Thiotrichaceae,RecA-superfamily_ATPases_implicated_in_signal_transduction,-,known,1707,33.1,33.1,83
bin4;contig-11298-gene-1;Gammaproteobacteria;Molecular_chaperone;-,9,28,3,3,15,7,28,17,11,0,14.24133221,100.2300183,7.163121705,16.63774506,14.1054175,2.31953456,20.46687766,2.600071475,2.737753041,2.112170962,109,bin4,Gammaproteobacteria,Molecular_chaperone,-,known,1902,40.7,40.7,41
bin7;contig-11311-gene-2;Gammaproteobacteria-Colwellia;Glutamine_synthetase_adenylyltransferase;-,0,0,0,0,1,4,1,5,10,2,15.44551251,46.31566655,18.25419056,27.30076461,44.37321012,13.7656784,16.33658173,19.61135073,27.18083706,30.34738124,110,bin7,Gammaproteobacteria-Colwellia,Glutamine_synthetase_adenylyltransferase,-,known,2874,40.2,40.2,57
bin17;contig-11333-gene-2;Gammaproteobacteria;Polyribonucleotide_nucleotidyltransferase_(polynucleotide_phosphorylase);-,4,1,3,6,10,18,0,104,40,0,8.739201878,8.510328638,12.72323944,8.150469484,7.250704225,28.78896714,1.957981221,43.91314554,25.96525822,1.134037559,111,bin17,Gammaproteobacteria,Polyribonucleotide_nucleotidyltransferase_(polynucleotide_phosphorylase),-,known,2139,46.6,46.6,31
bin17;contig-11333-gene-3;Gammaproteobacteria;Ribosomal_protein_S15P/S13E;-,4,0,0,1,3,0,0,20,6,1,8.739201878,8.510328638,12.72323944,8.150469484,7.250704225,28.78896714,1.957981221,43.91314554,25.96525822,1.134037559,112,bin17,Gammaproteobacteria,Ribosomal_protein_S15P/S13E,-,known,270,43.3,43.3,31
bin17;contig-11333-gene-4;Gammaproteobacteria;Pseudouridine_synthase;-,1,0,0,1,1,0,0,88,19,0,8.739201878,8.510328638,12.72323944,8.150469484,7.250704225,28.78896714,1.957981221,43.91314554,25.96525822,1.134037559,113,bin17,Gammaproteobacteria,Pseudouridine_synthase,-,known,939,48.9,48.9,31
bin22;contig-11344-gene-4;Gammaproteobacteria;Translation_initiation_factor_2_(IF-2_GTPase);-,21,8,1,0,14,1,1,3,3,0,18.0509434,20.41572327,13.26022013,11.44606918,28.63726415,12.7418239,9.297327044,9.460691824,11.72955975,7.818396226,114,bin22,Gammaproteobacteria,Translation_initiation_factor_2_(IF-2_GTPase),-,known,2568,51.6,51.7,42
bin43;contig-1136-gene-1;Bacteroidetes;Acetyl-CoA_acetyltransferase;-,0,6,0,12,0,0,1,0,0,0,10.86035014,14.42036705,5.248997666,15.20192186,10.34179858,1.891323222,7.593335046,1.643480065,1.685228362,1.844672905,115,bin43,Bacteroidetes,Acetyl-CoA_acetyltransferase,-,known,1287,43.7,43.7,69
bin12;contig-11367-gene-2;Gammaproteobacteria-Cellvibrionales;Protein_of_unknown_function_(DUF3015);-,7,0,2,0,1,5,1,7,12,1,81.35352113,216.2075117,82.18309859,71.33333333,120.4286385,57.46807512,53.85821596,51.27652582,47.48967136,27.62910798,116,bin12,Gammaproteobacteria-Cellvibrionales,Protein_of_unknown_function_(DUF3015),-,known,492,51.6,51.6,13
bin8;contig-11371-gene-1;Gammaproteobacteria-Cycloclasticus;Bacterial_nucleoid_DNA-binding_protein;-,8,13,4,1,3,0,14,0,0,0,17.87826639,64.39166783,7.337478507,7.371782254,8.128347729,3.436753822,15.43006671,2.199166241,2.023381141,1.46105091,117,bin8,Gammaproteobacteria-Cycloclasticus,Bacterial_nucleoid_DNA-binding_protein,-,known,273,38.5,38.8,50
bin26;contig-11383-gene-3;Gammaproteobacteria;Cytochrome_c_mono-_and_diheme_variants;Nitrogen:nitrite,2,3,0,11,5,0,0,0,0,0,7.061842105,11.36332237,5.201315789,15.39605263,6.40625,1.710690789,4.011842105,1.662828947,3.136842105,0.710032895,118,bin26,Gammaproteobacteria,Cytochrome_c_mono-_and_diheme_variants,Nitrogen:nitrite,known,1185,38.7,38.7,34
bin45;contig-11402-gene-1;Bacteroidetes;Ribosomal_protein_S15P/S13E;-,19,5,0,1,1,0,6,0,0,0,11.55397049,15.6575296,8.972758325,15.4551387,9.938366356,5.746110586,10.918144,6.876138816,6.678525985,11.62313333,119,bin45,Bacteroidetes,Ribosomal_protein_S15P/S13E,-,known,270,44.8,45.2,93
bin3;contig-11417-gene-2;Gammaproteobacteria-Thiotrichaceae;Arylsulfatase_A_and_related_enzymes;-,2,2,0,1,18,0,1,0,0,0,6.024868468,11.12790897,1.599207701,6.956919534,17.90581007,0.671471934,4.73542108,0.493408822,0.605999785,0.501714275,120,bin3,Gammaproteobacteria-Thiotrichaceae,Arylsulfatase_A_and_related_enzymes,-,known,2187,36.8,36.8,76
bin36;contig-11419-gene-1;Deltaproteobacteria;Translation_elongation_factors_(GTPases);-,2,1,1,3,12,2,1,7,7,4,5.755137836,11.68575878,1.150372166,26.99308376,8.365025643,0.456481,7.208853833,0.186804922,0.244185521,0.250845919,121,bin36,Deltaproteobacteria,Translation_elongation_factors_(GTPases),-,known,1257,34.3,34.4,88
bin32;contig-1144-gene-12;Alphaproteobacteria;Chaperonin_GroEL_(HSP60_family);-,13,2,3,3,11,1,2,8,3,0,5.40169814,11.63018265,5.424286489,14.74251366,9.786137746,2.999929375,4.752000785,3.462666614,3.224033878,2.067736437,122,bin32,Alphaproteobacteria,Chaperonin_GroEL_(HSP60_family),-,known,1647,46.9,46.9,89
bin1;contig-11481-gene-1;Gammaproteobacteria-Thiotrichaceae;Serine/threonine_protein_phosphatase;-,3,2,0,11,2,0,4,0,0,0,11.91308339,20.29079661,9.422078628,175.7574156,10.64125527,1.190318499,41.1609167,0.526231729,0.533316141,0.457502705,123,bin1,Gammaproteobacteria-Thiotrichaceae,Serine/threonine_protein_phosphatase,-,known,810,33.7,33.7,83
bin1;contig-11481-gene-2;Gammaproteobacteria-Thiotrichaceae;Serine/threonine_protein_kinase;-,1,2,0,14,1,0,1,0,0,0,11.91308339,20.29079661,9.422078628,175.7574156,10.64125527,1.190318499,41.1609167,0.526231729,0.533316141,0.457502705,124,bin1,Gammaproteobacteria-Thiotrichaceae,Serine/threonine_protein_kinase,-,known,2520,30,30,83
bin1;contig-1151-gene-10;Gammaproteobacteria-Thiotrichaceae;Membrane_proteins_related_to_metalloendopeptidases;-,2,0,0,12,3,1,6,0,1,0,11.91308339,20.29079661,9.422078628,175.7574156,10.64125527,1.190318499,41.1609167,0.526231729,0.533316141,0.457502705,125,bin1,Gammaproteobacteria-Thiotrichaceae,Membrane_proteins_related_to_metalloendopeptidases,-,known,669,32.6,32.6,83
bin1;contig-1151-gene-13;Gammaproteobacteria-Thiotrichaceae;ATP_sulfurylase_(sulfate_adenylyltransferase);Sulfur_metabolism,3,9,2,31,8,1,10,0,0,0,11.91308339,20.29079661,9.422078628,175.7574156,10.64125527,1.190318499,41.1609167,0.526231729,0.533316141,0.457502705,126,bin1,Gammaproteobacteria-Thiotrichaceae,ATP_sulfurylase_(sulfate_adenylyltransferase),Sulfur_metabolism,known,1194,37.9,37.9,83
bin1;contig-1151-gene-4;Gammaproteobacteria-Thiotrichaceae;Type_IIA_topoisomerase_(DNA_gyrase/topo_II_topoisomerase_IV)_A_subunit;-,3,0,0,17,0,0,1,0,0,0,11.91308339,20.29079661,9.422078628,175.7574156,10.64125527,1.190318499,41.1609167,0.526231729,0.533316141,0.457502705,127,bin1,Gammaproteobacteria-Thiotrichaceae,Type_IIA_topoisomerase_(DNA_gyrase/topo_II_topoisomerase_IV)_A_subunit,-,known,2556,35.6,35.6,83
bin1;contig-1151-gene-9;Gammaproteobacteria-Thiotrichaceae;Coproporphyrinogen_III_oxidase_and_related_Fe-S_oxidoreductases;-,1,1,0,18,3,0,8,0,1,0,11.91308339,20.29079661,9.422078628,175.7574156,10.64125527,1.190318499,41.1609167,0.526231729,0.533316141,0.457502705,128,bin1,Gammaproteobacteria-Thiotrichaceae,Coproporphyrinogen_III_oxidase_and_related_Fe-S_oxidoreductases,-,known,1380,32.7,32.6,83
bin7;contig-11512-gene-1;Gammaproteobacteria-Colwellia;Beta-glucanase/Beta-glucan_synthetase;-,2,0,0,1,0,0,1,13,10,0,15.44551251,46.31566655,18.25419056,27.30076461,44.37321012,13.7656784,16.33658173,19.61135073,27.18083706,30.34738124,129,bin7,Gammaproteobacteria-Colwellia,Beta-glucanase/Beta-glucan_synthetase,-,known,3858,41.8,41.8,57
bin16;contig-11523-gene-3;Gammaproteobacteria;Glyceraldehyde-3-phosphate_dehydrogenase/erythrose-4-phosphate_dehydrogenase;-,0,2,4,5,12,3,3,2,0,0,16.58930163,25.03580981,17.1320951,32.88618128,25.2179792,9.01218425,13.93580981,4.084546805,5.448736999,3.267013373,130,bin16,Gammaproteobacteria,Glyceraldehyde-3-phosphate_dehydrogenase/erythrose-4-phosphate_dehydrogenase,-,known,1446,43.6,43.6,38
bin16;contig-11523-gene-4;Gammaproteobacteria;Na+-transporting_NADH:ubiquinone_oxidoreductase_subunit_NqrA;-,1,2,2,2,13,3,1,5,4,0,16.58930163,25.03580981,17.1320951,32.88618128,25.2179792,9.01218425,13.93580981,4.084546805,5.448736999,3.267013373,131,bin16,Gammaproteobacteria,Na+-transporting_NADH:ubiquinone_oxidoreductase_subunit_NqrA,-,known,630,45.9,45.9,38
bin17;contig-11533-gene-1;Gammaproteobacteria;-;-,0,0,0,2,0,0,0,26,5,0,8.739201878,8.510328638,12.72323944,8.150469484,7.250704225,28.78896714,1.957981221,43.91314554,25.96525822,1.134037559,132,bin17,Gammaproteobacteria,-,-,hypothetical,708,42.5,42.7,31
bin17;contig-11533-gene-2;Gammaproteobacteria;Uncharacterized_protein_conserved_in_bacteria;-,0,0,0,0,0,0,0,10,6,0,8.739201878,8.510328638,12.72323944,8.150469484,7.250704225,28.78896714,1.957981221,43.91314554,25.96525822,1.134037559,133,bin17,Gammaproteobacteria,Uncharacterized_protein_conserved_in_bacteria,-,known,537,44.3,44.3,31
bin21;contig-11575-gene-3;Gammaproteobacteria-Thiotrichales;Cbb3-type_cytochrome_oxidase_subunit_1;OP:_Cytochrome_c_oxidase_cbb3-type_EC:1.9.3.1,4,14,1,2,12,1,6,0,1,0,6.973854447,20.74339623,5.561455526,5.177628032,16.14393531,3.241778976,17.66927224,1.942318059,3.150404313,1.172237197,134,bin21,Gammaproteobacteria-Thiotrichales,Cbb3-type_cytochrome_oxidase_subunit_1,OP:_Cytochrome_c_oxidase_cbb3-type_EC:1.9.3.1,known,1428,47.8,47.8,80
bin1;contig-11580-gene-1;Gammaproteobacteria-Thiotrichaceae;Chemotaxis_protein_histidine_kinase_and_related_kinases;-,1,1,0,12,2,0,5,0,0,0,11.91308339,20.29079661,9.422078628,175.7574156,10.64125527,1.190318499,41.1609167,0.526231729,0.533316141,0.457502705,135,bin1,Gammaproteobacteria-Thiotrichaceae,Chemotaxis_protein_histidine_kinase_and_related_kinases,-,known,3984,35.6,35.6,83
bin21;contig-11593-gene-2;Gammaproteobacteria-Thiotrichales;DNA-directed_RNA_polymerase_sigma_subunit_(sigma70/sigma32);-,7,11,0,1,11,3,10,0,0,0,6.973854447,20.74339623,5.561455526,5.177628032,16.14393531,3.241778976,17.66927224,1.942318059,3.150404313,1.172237197,136,bin21,Gammaproteobacteria-Thiotrichales,DNA-directed_RNA_polymerase_sigma_subunit_(sigma70/sigma32),-,known,870,46,45.9,80
